N,P,K,temperature,humidity,ph,rainfall,label
124,57,61,19.26380068,78.38239799,6.296053069,132.7952584,broccoli
100,51,50,19.85528964,68.61612737,6.479325564,157.0428706,chilli
70,62,59,20.98785629,66.67736535,7.106544501,114.420224,garlic
38,61,44,21.0181844,70.51415192,6.056004438,125.2857991,beans
127,53,44,16.63387929,81.84277085,6.373100643,124.0063196,cabbage
79,45,52,19.7937775,78.54002866,6.610258959,99.9370321,lettuce
76,42,45,21.24651338,75.96548167,6.698228378,129.0848428,spinach
66,45,54,15.9634922,63.65614732,6.124687614,121.7136643,radish
78,37,42,21.54080032,65.86919664,6.266016633,76.9160668,onion
120,65,60,18.79084197,78.16972418,6.352666942,119.4963364,cauliflower
107,51,59,20.84145577,67.67135123,6.572588681,92.1679939,tomato
105,56,108,18.68877012,77.71933715,5.00171172,126.4442733,potato
118,69,61,19.2719355,78.71169595,6.195178883,118.1666027,cauliflower
75,42,54,22.10819117,69.83790024,6.313359162,115.0185809,beetroot
95,49,51,29.66631553,69.47900282,6.572849677,125.8491229,okra
85,50,53,20.73973645,65.43433684,6.777669421,113.3047548,garlic
62,44,62,19.21901979,75.66915187,6.70727461,101.0978821,garlic
113,68,63,19.5719482,84.35532781,6.541741906,142.528164,broccoli
35,52,48,25.47708387,73.27523336,6.494769741,168.4418491,beans
28,60,49,22.80396135,72.46603221,6.594924919,135.3279921,beans
67,37,47,16.03117391,55.06973827,6.677077687,97.9967537,radish
115,64,59,21.43337819,73.18266221,6.480659921,122.6151301,capsicum
135,63,62,19.23278858,80.39977026,6.486224638,114.1721941,broccoli
83,40,76,14.36404155,71.03884918,6.276385321,115.0353197,carrot
66,36,55,17.58358948,64.84911027,6.356573067,133.562634,radish
92,46,63,28.19881504,67.83500748,7.039780289,141.3697209,chilli
76,43,49,15.26388344,70.36964262,6.347121049,119.4505199,lettuce
105,58,53,17.36870205,69.94364478,6.579531154,168.8429616,capsicum
121,70,54,15.31773993,88.11192629,6.799190806,130.1854429,broccoli
71,48,54,18.36843446,70.43980555,6.442032873,105.8957919,garlic
67,49,38,18.67380653,69.80909751,6.918909073,107.6720625,garlic
37,57,55,11.78049974,79.29298875,6.113107551,112.4473263,peas
126,58,68,19.27464937,88.46520017,6.151816132,124.5853925,cauliflower
125,70,52,14.85357412,77.51965947,6.797282445,146.0732191,broccoli
114,55,53,21.99326923,74.54040005,6.480033921,119.7890509,capsicum
69,41,53,19.0241359,71.3844089,6.365142552,112.0768118,lettuce
79,33,38,14.04585571,71.02933415,7.145072975,116.5190836,lettuce
117,48,46,18.11628796,81.27510331,6.270125392,135.8556484,cabbage
126,58,58,19.53248595,77.83922512,6.986298769,103.1469672,cauliflower
38,71,50,21.45817053,70.96311275,6.531096192,127.5755936,beans
29,64,62,23.24955409,64.0354394,6.409692452,141.8373639,beans
97,46,58,24.12107352,82.47697967,6.226386061,209.0551109,cucumber
38,68,44,17.17888257,79.13564423,6.498234274,105.2294156,peas
111,54,61,20.89752833,74.50233837,6.355345682,145.3913066,capsicum
78,49,45,29.3903305,70.49746536,6.139036622,188.8332513,okra
129,63,64,18.64868042,79.86909801,6.709915966,108.7097895,cauliflower
117,53,62,16.31135193,82.40993857,6.379293102,103.626099,cauliflower
36,57,47,10.59042819,77.00818317,6.380007963,103.8082281,peas
40,63,61,19.46104655,75.29029168,6.172114008,142.3601985,beans
29,57,52,27.1352311,74.42161802,6.618159941,147.9620238,beans
106,58,68,18.03520643,68.99461812,6.704018348,151.9667899,capsicum
78,47,68,21.09279737,68.13134324,6.883907745,131.3973742,beetroot
114,58,55,22.91187164,76.73419641,6.16706733,131.9412953,capsicum
32,54,51,19.06592402,68.02431628,6.788228314,168.5097356,beans
34,63,48,9.60499799,83.07485558,6.547555805,105.444506,peas
72,42,46,18.06452962,64.42466712,6.25435378,103.3448811,radish
74,57,35,19.0197745,70.87095483,6.786740717,109.2215427,garlic
35,66,52,13.12950361,72.36415701,6.568750575,92.0947758,peas
77,48,55,18.69929951,68.80413401,7.027585663,102.5022655,beetroot
76,50,57,19.65170534,60.54854565,6.366306936,104.1805335,beetroot
77,52,56,21.72573824,68.49865357,6.774865943,105.7800778,garlic
132,64,47,20.64523568,82.37383397,6.598011126,114.6212467,broccoli
100,55,63,26.54623687,74.00715097,6.299303472,169.338192,cucumber
117,57,62,18.69668348,78.40867973,6.378073657,137.8919961,cauliflower
72,39,60,21.28467824,72.21223725,6.716322439,170.4624708,pumpkin
125,52,52,13.57146363,85.27013804,6.706914377,135.1226035,broccoli
98,48,57,28.00326365,77.57381811,6.413164731,157.7281348,brinjal
122,66,64,18.03036589,78.1007737,6.661396928,125.2325749,cauliflower
99,61,64,22.76822643,73.19859075,6.479730461,142.5281948,brinjal
99,63,54,29.1976458,61.10375276,6.673455863,157.497925,chilli
101,50,62,23.54379909,73.11192976,6.230505222,150.6682825,capsicum
73,41,43,19.18984042,71.95089387,6.570981972,103.0759467,lettuce
105,59,37,21.99184073,71.77754089,6.537914318,124.6436608,chilli
103,62,66,27.74463076,67.42792275,6.446047456,148.8356051,brinjal
77,61,51,27.95506847,68.35353079,6.495020401,175.0423976,pumpkin
103,58,53,23.65553249,73.85747945,6.03483442,155.6944498,brinjal
90,51,58,24.51399489,62.70540172,6.391024633,153.1632133,chilli
77,34,51,14.68872128,70.58528065,6.868624342,98.8851306,garlic
83,56,60,27.67566107,77.59202113,6.089391842,195.0174556,cucumber
131,66,52,20.18094434,86.17992198,6.265511648,144.1837711,broccoli
40,65,43,20.83512255,75.29195437,6.51038546,123.8946073,beans
81,50,63,16.39435111,67.70410855,6.281083599,133.6705061,carrot
79,41,49,18.59029709,73.61976542,6.290335591,101.8290941,lettuce
101,52,67,15.37257548,75.45753426,6.873825558,88.1652442,tomato
52,51,60,21.79782385,73.23890712,6.618937998,191.7927846,pumpkin
114,56,45,25.17555851,75.65389493,6.361288971,157.7073525,brinjal
101,64,71,19.49140373,65.33949881,5.999651967,147.7429779,capsicum
80,47,65,25.32620975,74.61426279,6.531418052,173.3845021,cucumber
83,51,48,18.21914316,66.33424627,6.600494211,128.3944803,spinach
71,42,54,14.54757208,67.35819983,6.229972248,106.6331395,radish
74,35,55,12.24203811,70.68881978,6.489584994,110.1909039,lettuce
45,63,37,25.04180873,76.35851809,6.410178674,150.7589532,beans
75,36,51,17.5669536,64.24303384,6.933137867,121.1471842,spinach
60,37,44,17.5506402,72.30008486,6.298934266,120.3129711,radish
81,50,60,23.91432164,65.12931141,6.559035602,198.0992408,pumpkin
81,33,51,18.04592932,65.88553327,6.617272804,138.5742461,onion
94,48,51,15.27347887,83.54529327,6.359105756,141.0657084,cabbage
94,53,54,25.94747841,75.50195818,6.48674521,180.6298312,cucumber
80,40,49,16.25761394,68.28861295,6.784559308,96.2799321,spinach
124,54,46,15.19519872,77.83182235,6.302559416,115.7769442,cabbage
95,45,59,23.00510666,83.4529159,6.224093482,170.2222776,cucumber
125,60,56,19.96402197,80.27691357,6.167337729,115.7480118,broccoli
116,72,60,22.02107076,72.80695462,6.506073838,148.2066187,capsicum
78,49,68,22.30200995,72.5586067,6.516256158,196.2656081,pumpkin
70,36,48,16.33538307,70.73481385,6.789666756,116.0970526,lettuce
131,70,55,20.15369629,73.32129033,6.20145265,113.4946585,cauliflower
132,64,61,14.53955575,78.89290436,6.208294308,100.8198987,broccoli
118,61,57,18.37137716,88.03652405,6.651401558,131.1033005,cauliflower
58,33,48,17.14434626,73.95693605,6.617967487,105.3989847,lettuce
88,55,51,23.014379,70.00344419,6.639433605,163.8481732,okra
64,43,47,17.15486316,62.75004524,6.360352279,113.9030201,radish
95,50,65,26.66887703,83.91228759,6.051602621,182.7184913,cucumber
127,49,54,23.51043549,80.77755754,6.682739744,117.1920821,cauliflower
97,52,60,23.11065828,68.19516917,6.847798941,112.9734168,tomato
69,41,46,19.72964888,68.60561219,6.674612953,100.6088168,spinach
83,33,53,12.10532025,71.64265654,6.778011711,103.3818112,lettuce
66,23,47,19.52780582,66.43842213,6.183443152,97.5025646,radish
85,44,76,15.80539494,65.64453269,6.090684392,102.7054969,carrot
108,62,55,26.84878788,77.11807468,5.534954348,159.0494065,brinjal
89,36,59,30.31423448,72.48737786,6.688354368,181.9965263,pumpkin
65,48,60,21.41057811,77.55465808,6.535594478,187.6270567,pumpkin
75,55,48,30.53716647,73.96565103,6.155355954,208.4925546,okra
86,54,66,24.74269139,76.88994552,6.040922688,175.9307772,cucumber
71,42,55,22.15685993,71.98419074,6.348640982,98.67284,onion
102,46,87,19.30868599,80.60080471,5.470247241,147.6995549,potato
73,44,69,24.10081746,74.65458539,6.764891393,168.8943901,pumpkin
101,60,67,18.90546125,80.66516687,5.91437366,136.2053726,tomato
79,47,55,24.80540037,71.82157387,6.835545033,141.3182451,pumpkin
77,32,54,19.76648841,67.27808035,7.138621514,124.4812936,onion
62,39,54,18.67215083,70.00045132,6.424889727,120.6133092,radish
77,31,53,13.7756274,78.23672916,6.487805934,95.043278,lettuce
116,42,50,18.35341576,78.36897528,6.703856785,126.1295051,cabbage
77,29,53,16.28222482,68.23973052,6.555475388,140.4098789,onion
74,51,86,19.97089937,71.47661837,6.186115118,99.3291101,carrot
74,48,49,16.57067177,66.56035563,7.007789678,99.0478549,garlic
123,57,54,17.62229825,83.85315412,6.408702934,126.6976742,cabbage
92,44,62,25.81035154,69.9408693,6.273059061,148.9127329,brinjal
59,47,57,16.22672166,70.69102715,6.005356804,126.8517954,radish
82,54,49,25.20821491,61.53131244,6.586578178,130.5492735,chilli
78,45,61,24.17186358,68.40936246,6.340628141,172.4918511,pumpkin
30,55,55,25.05948406,75.79718599,6.630999739,141.391146,beans
120,61,65,19.00166318,78.48610479,6.685614728,117.3489495,cauliflower
87,55,61,25.85135352,68.13733355,6.409375249,154.2126786,chilli
32,57,47,13.02117153,67.01880179,6.601258846,99.8533739,peas
101,58,54,25.92998478,68.75599655,5.865786065,154.6559007,brinjal
141,65,71,16.74125158,84.80752901,6.834629877,114.244,broccoli
94,46,54,24.3878558,65.07136977,6.651213955,126.7435595,tomato
118,57,52,14.37672031,84.87364679,6.555755076,125.1258558,broccoli
100,53,43,20.94838669,68.28642742,6.259316819,135.9678572,tomato
90,65,53,23.82732428,59.1367103,6.451141288,152.5472621,chilli
83,48,57,27.18833731,67.746582,6.755406191,158.8802038,pumpkin
79,44,74,16.39006704,66.44920033,6.196596084,104.268253,carrot
130,46,54,15.36209915,85.56099,6.434367868,126.6390146,cabbage
104,49,108,20.08531132,80.23124123,5.503105786,100.3224565,potato
98,41,57,25.3410214,84.69943869,6.231299424,135.9751305,cucumber
74,30,49,19.63475747,74.05379897,6.626162337,104.6371976,onion
92,43,64,29.37837787,84.67969113,6.605987188,176.0475906,cucumber
75,47,57,23.31065838,70.27417742,5.969978196,165.2787269,pumpkin
75,38,42,18.51520171,75.56876704,6.379070215,100.7236435,spinach
124,44,43,14.71646122,86.4507535,6.274147321,138.4047325,cabbage
59,40,54,14.33427345,68.65464585,6.033387962,129.0787471,lettuce
99,53,71,30.37018979,75.25313863,6.705971248,187.6633638,cucumber
91,36,55,15.21439797,67.65345524,6.525703561,117.7891206,lettuce
75,27,49,24.26824441,71.70486161,6.693079497,138.5419608,onion
78,39,52,19.35284684,74.904144,6.814721551,111.1361767,lettuce
84,45,65,24.91652608,79.01277921,6.408711847,163.1901403,pumpkin
110,51,58,18.99132435,72.50729874,6.326731665,152.6514315,capsicum
81,33,61,17.71209619,65.26398393,6.322742774,119.7929725,lettuce
29,57,57,21.3206749,64.52107335,6.484174194,138.8211741,beans
84,44,81,19.78590774,75.31848081,6.197578352,118.5478659,carrot
76,46,61,17.33837896,71.52194584,6.583264609,106.2166618,beetroot
60,44,51,16.45308831,75.59493993,6.62175412,97.5662771,spinach
120,60,64,15.35758154,94.38635558,6.507141441,126.7038734,broccoli
75,39,51,17.57118944,69.69624418,6.405232131,119.7832159,onion
88,47,49,27.88313976,75.30561327,6.186793566,178.9691558,okra
92,38,48,23.98458243,70.22492004,6.591177554,152.4750352,onion
92,49,103,18.48203582,79.68768302,5.984113381,126.8030145,potato
65,44,46,16.32078326,65.29571714,6.157017863,119.78389,radish
95,52,61,23.94005545,78.18431689,6.031577835,181.6216509,cucumber
69,54,71,17.76646817,65.45776863,6.734712838,106.1450868,carrot
84,51,65,25.24873267,83.40445636,6.623186322,213.2746566,cucumber
74,46,53,18.14937169,68.09000155,6.490949943,105.2999527,radish
127,60,58,16.33585906,77.66012805,6.216100684,129.8628803,broccoli
71,42,48,12.65605506,70.10923089,6.232460384,113.2056356,lettuce
85,61,54,24.17118941,66.88650813,6.69321196,151.7473983,chilli
100,59,58,28.23366755,72.74566468,5.980510478,184.0279323,brinjal
40,57,48,21.65894462,68.88676579,6.389142645,135.9459445,beans
56,56,56,27.71641937,74.96429512,6.280825729,193.209199,pumpkin
77,55,55,24.96342373,69.10278986,6.578611148,172.8208323,pumpkin
26,53,58,22.11490234,71.02966785,6.200198919,146.715444,beans
134,58,64,17.61083067,82.1354822,6.381619155,122.8202583,broccoli
68,33,50,19.12314694,67.20532346,6.392716948,98.1039873,radish
97,55,64,24.48695015,66.38337136,6.500448718,141.7656113,chilli
82,38,58,21.47292485,70.93951114,6.632576254,137.6021079,onion
93,61,48,21.7131589,72.52493639,6.759726558,109.9925898,tomato
100,54,59,24.4575994,70.90412154,6.128487561,167.6557551,cucumber
110,60,59,23.40156727,72.93114697,5.972970807,110.5814093,brinjal
31,63,56,18.26702547,71.32486105,6.570782706,138.4691541,beans
40,68,53,21.46152928,72.56445799,6.118753765,137.9933094,beans
69,52,64,18.42127089,64.79511856,6.61405083,105.1754084,beetroot
27,66,56,11.50969885,83.43047853,6.464104603,115.0221747,peas
100,44,44,21.16053825,78.34510763,6.422122595,102.4214262,tomato
31,64,47,16.81723899,77.49701481,6.667817534,118.9522874,peas
75,40,50,19.83974303,72.07569296,6.451447282,102.6062785,spinach
102,52,63,24.33143638,80.73638693,6.371152163,139.5483306,brinjal
36,66,42,14.81537947,80.32399816,5.985209879,119.5820161,peas
95,48,63,24.77403346,77.77183533,6.595996861,186.8365043,cucumber
81,41,48,21.7600814,66.10038537,6.674259459,99.8103048,onion
109,49,52,21.01972962,62.68242526,6.588836083,146.5263818,tomato
124,57,51,16.53041295,81.99716562,6.149918453,127.2541839,cabbage
126,53,54,16.06051256,82.44214127,6.343421181,130.928767,cauliflower
135,45,57,17.74979619,76.4027753,6.473529859,94.7996819,cabbage
91,59,69,20.71667474,73.2092916,6.675119393,143.9385703,capsicum
86,40,110,21.65962861,83.53709127,5.669172736,128.9213151,potato
58,46,53,14.9990469,62.0848915,7.018066476,101.1514412,spinach
102,65,42,22.46158465,71.29941397,6.734546862,109.0762322,tomato
128,72,67,20.28858614,76.4485258,6.690965088,124.3627184,cauliflower
122,65,59,17.62770356,77.0053463,6.696370647,117.1765742,broccoli
66,38,49,20.72721459,66.24629053,6.45290039,110.4507602,radish
97,63,50,26.27630066,65.88433448,6.694399015,118.1186241,chilli
73,50,52,13.83133676,65.76707895,6.45320633,104.942204,radish
76,33,48,18.06743811,69.07437432,6.321294453,124.3629314,spinach
94,66,60,17.46368618,70.79730256,6.492660302,145.0042857,capsicum
55,41,51,20.32529612,68.72135476,5.964197652,98.4877405,radish
130,68,66,19.13352076,86.27456888,6.229587226,106.972817,broccoli
105,62,67,23.33444521,70.60224269,5.968229375,156.8247561,brinjal
83,50,61,20.88970057,70.31831139,6.889657004,83.6762249,beetroot
113,55,58,14.80821206,79.04388537,6.663082585,142.1276644,cauliflower
79,55,49,23.56044411,66.40127398,6.350126075,156.739147,okra
104,50,80,16.59099691,77.42364978,5.137091577,128.9989309,potato
123,66,61,21.22462306,86.78995416,6.385876098,103.4584496,broccoli
80,42,49,27.65430865,70.25694201,6.488463374,164.9854079,okra
124,53,59,14.62298962,77.51981031,6.667727812,132.2454862,cauliflower
30,55,48,18.28156388,72.34881997,6.811825913,142.0323706,beans
76,43,47,14.71777669,78.63547878,6.746148224,119.4880678,lettuce
102,67,61,26.38810389,66.91975565,6.286086756,135.0248115,brinjal
69,43,49,25.92303374,69.75227954,6.142773848,203.7845292,pumpkin
82,61,76,16.19186342,61.8041579,6.364493995,123.2465281,carrot
47,48,52,18.65964612,67.75289575,6.340856955,102.8326528,radish
68,42,54,18.34293864,72.61059241,6.295649052,115.6154051,spinach
102,59,62,23.8879384,76.9722195,6.376958093,221.3645208,cucumber
78,35,60,19.47234256,68.49281923,6.610297075,120.6540367,onion
86,59,57,22.62623213,71.73224105,6.295992584,145.8063424,tomato
36,68,57,13.9416546,78.55727852,6.777727786,91.9903758,peas
85,53,87,14.68675358,65.90220745,6.116174135,118.6577519,carrot
89,43,54,28.42137945,71.21973356,7.04760425,153.2359563,chilli
76,39,63,15.49108901,69.01495865,6.593538634,136.2867949,onion
86,47,45,24.48912421,69.21940257,6.494629091,165.9417712,okra
102,66,54,19.79932268,74.37415773,6.400612023,158.7693443,capsicum
134,55,43,17.93310499,87.31573328,6.477361704,133.0917651,cabbage
79,50,44,17.32048198,68.9264299,6.796601553,103.2854446,spinach
26,60,51,24.2139427,79.12673915,6.158830919,139.2128922,beans
53,42,49,20.2692794,65.31233076,6.249170429,123.46644,radish
121,47,48,19.51017814,87.36184421,6.140083753,129.956789,cabbage
108,54,60,28.7020315,71.94988414,5.967323717,136.4406454,cucumber
26,62,46,16.14905958,78.90107889,6.651690538,126.9283078,peas
71,40,46,21.45860173,62.03568031,6.49988032,110.4097267,garlic
96,51,102,20.36617992,77.61881787,5.583706458,129.1184476,potato
81,45,43,17.43162424,74.27116604,6.66139952,118.4475761,garlic
75,41,46,16.82428739,68.9224434,6.316644745,114.1990846,spinach
96,46,51,23.08224631,63.92966089,6.71504566,152.1539007,chilli
26,58,48,17.1748012,79.59998621,6.541464757,120.0438939,peas
114,60,54,22.69992157,64.37255476,7.233725594,143.2305295,tomato
35,63,54,23.97874359,71.31275814,6.463342056,175.2366284,beans
116,58,51,17.74661463,84.66369701,6.484317322,130.067286,cabbage
97,55,62,22.59713335,76.48374605,6.713925717,148.9883016,capsicum
68,55,79,21.88243487,64.48670769,6.205498025,112.7773511,carrot
124,46,94,17.06528921,75.77809152,5.308783862,137.835248,potato
72,50,48,18.24545782,73.14778914,6.46886288,96.0474747,garlic
67,45,57,24.10998995,72.8957075,6.013368678,157.6414478,pumpkin
78,47,53,17.61908378,73.1760656,6.124211233,97.4640016,lettuce
79,44,57,25.98981791,71.83496139,6.687436369,139.7019753,pumpkin
97,58,53,25.08440601,66.6484889,6.500557906,135.8803438,chilli
93,66,59,21.07510615,73.60256655,6.242384749,156.8453396,capsicum
76,41,62,17.44975714,66.72895642,6.629144628,122.8581912,spinach
34,48,45,24.24124918,61.03829431,6.796856788,147.8184499,beans
105,54,55,24.95051721,72.68264652,6.086193822,148.7678608,chilli
44,45,49,28.86013445,48.5350423,7.51853543,84.6628783,lavender
91,55,51,25.75954649,60.88625002,6.630740088,131.7989099,sunflower
72,47,54,23.27378391,61.25067876,6.847864492,107.4530683,petunia
55,43,47,24.27805737,81.81950844,5.422233029,177.7266662,orchid
102,60,74,20.90871284,76.2867215,6.459044952,111.8466602,gerbera
88,58,71,21.61786252,73.73424984,6.752595931,113.9073988,gerbera
63,39,51,26.57772685,81.46798734,5.303732315,222.8601411,orchid
67,46,45,17.89099461,61.68241447,6.785510423,91.3232549,poppy
98,59,53,20.61587674,63.20848843,6.78941754,120.5289533,rose
85,53,46,19.66720228,64.69389118,6.438270418,86.8882662,petunia
94,70,67,20.82706087,61.14746188,6.606161712,118.2819023,rose
92,51,77,21.8478762,71.2266362,6.579359466,125.0678976,gerbera
94,58,71,15.70058505,71.22556196,6.6861466,117.7033656,carnation
92,57,63,23.55126072,71.54607742,6.555389618,138.5212787,lily
78,68,64,26.97264172,58.33530651,7.123137744,116.1464419,sunflower
78,37,48,27.75239909,79.83338982,6.331135122,157.4504883,jasmine
83,45,74,24.31667992,66.2846083,6.824751051,159.0031945,hibiscus
73,50,56,22.95766082,63.47469324,6.581998356,110.3449379,marigold
66,45,45,22.84065738,63.16015121,6.818197172,117.1529779,hollyhock
36,36,52,20.86608429,49.05527634,7.272322824,72.7551088,lavender
110,60,66,22.03598955,72.10481901,6.424108919,119.0289919,chrysanthemum
76,54,57,21.24866004,63.06790313,7.203572189,84.5116751,hollyhock
97,63,74,19.68071427,68.77119517,6.864790249,107.5117188,gladiolus
79,49,56,20.65634008,64.70857639,6.388233951,119.8157785,daisy
88,60,64,22.06871908,71.00187945,6.486737002,105.3093408,gladiolus
109,63,58,22.81533256,62.99554569,6.477208106,117.226468,rose
86,60,78,20.24337828,72.91637933,6.419208084,113.2257483,carnation
51,39,54,22.46735495,80.94181641,5.809727996,141.168644,orchid
82,41,70,28.1724452,66.03217238,7.098417067,135.4085322,hibiscus
113,51,54,23.28758817,70.0551438,6.354514306,177.7909724,rose
97,54,66,22.88557703,73.94922095,6.767982466,109.4486066,chrysanthemum
50,41,53,25.92500577,77.09528257,6.358993816,195.3495869,orchid
75,63,53,18.42528862,70.04690463,6.658331707,120.3394628,lily
50,53,44,21.29249065,84.93790698,5.076864044,175.2945218,orchid
64,44,54,21.18196854,69.45201714,6.183676744,105.6991571,daisy
101,57,52,13.25035589,67.84582472,6.092181046,85.1508803,tulip
65,51,56,22.70232124,65.23595444,7.028368736,124.8378741,hollyhock
94,58,72,19.05055813,71.88259319,6.479061451,120.3962797,gerbera
75,45,53,23.19936846,69.36842416,7.275177745,91.6931395,daisy
81,46,42,24.79223607,65.9811185,6.928016789,151.2365963,jasmine
79,60,49,23.00425689,56.48272309,6.480720988,109.6024763,marigold
90,55,74,21.44015144,67.67966801,6.569955399,113.1834601,gladiolus
91,58,56,29.09991132,74.96850996,6.722630092,125.9705128,jasmine
77,63,66,19.66957661,72.28911586,6.124944535,108.3174444,lily
80,47,65,27.95508426,72.63008665,6.789901593,209.8492711,lotus
96,50,81,21.58939504,70.79034788,6.290977082,123.6961188,dahlia
84,56,60,20.86677494,82.04622621,6.039980564,119.5157908,lily
110,63,68,18.43495471,69.57549287,6.707330943,112.4201817,dahlia
104,68,60,19.8467895,74.09249631,6.361673013,104.4413077,rose
55,50,47,19.34185328,59.78703599,6.527889057,109.4241705,hollyhock
79,46,57,23.30499436,72.83482877,6.367450873,180.7418546,lotus
97,48,48,24.95145099,70.78728087,6.939982571,125.7553409,jasmine
75,45,47,21.47943308,62.30831445,7.016708275,96.8342736,zinnia
86,54,42,20.59797797,65.89737474,7.078775231,141.7221278,jasmine
59,46,58,23.50732944,72.79411313,5.453736323,171.4639161,orchid
62,42,45,16.90607931,66.29247211,6.778259852,104.5986475,poppy
106,54,69,20.86827463,67.32853877,6.334324948,133.2926532,gerbera
77,45,48,18.18703641,61.22084151,6.608407254,113.5903972,hollyhock
86,62,84,19.56299448,68.54285895,6.783905146,106.1998454,carnation
79,72,53,26.18408019,54.29447548,6.866653794,96.2197023,sunflower
71,47,54,23.36564493,65.66161188,7.066813538,89.9754337,zinnia
106,53,54,21.19562659,76.41573419,6.435929794,117.1690016,chrysanthemum
84,56,51,18.64685068,64.15401263,7.166284732,126.4373732,hollyhock
69,63,54,21.75434465,69.96797395,6.218122963,114.7394956,daisy
105,54,78,26.05960936,60.19639813,6.523095365,105.2036421,gladiolus
31,36,46,25.357898,47.96451627,7.540106549,59.1020033,lavender
49,29,56,22.62692249,86.65350422,6.020637696,154.2800059,orchid
69,43,64,27.80413165,83.59485121,6.58899326,213.0162438,lotus
73,49,53,25.4442525,56.65862257,6.814059355,117.3270289,marigold
76,50,50,22.32332907,59.8893849,6.701074781,107.6640357,zinnia
81,53,51,23.34715722,61.19771528,6.676623179,116.5948918,zinnia
72,58,64,25.83764507,59.26462383,6.840780277,86.9664182,sunflower
72,54,50,23.75813457,54.90489947,5.519399937,113.4054563,petunia
79,51,54,19.9884342,66.74929132,6.461203327,107.0123161,daisy
87,43,66,25.48710941,71.641674,7.172120265,156.8503202,hibiscus
71,59,62,23.78192859,55.29716768,6.710245725,93.6913109,sunflower
70,45,50,21.43334449,64.59659088,6.564022142,130.6212754,hollyhock
84,50,63,28.59401453,69.03507922,7.058659416,127.2154533,hibiscus
85,65,61,29.39655121,59.48842189,6.816747759,109.2031902,sunflower
57,37,49,21.07573225,45.48011987,7.882228071,86.2844363,lavender
106,55,51,20.38356779,63.67380799,6.706142491,133.2245964,rose
85,53,66,19.64484954,65.80801673,6.446462422,130.0458538,dahlia
81,45,50,24.16214215,61.45866306,6.331151453,105.0569212,zinnia
82,45,55,30.2895546,84.58697574,6.724859453,231.8334169,lotus
77,59,50,23.49543038,58.09786826,6.930381299,103.6833096,hollyhock
82,60,51,26.49771046,66.1480213,6.617355305,112.1873627,zinnia
73,51,41,17.01077802,57.34798857,7.122042259,85.1255887,poppy
92,69,74,13.72600902,69.92241451,6.414773031,105.1398003,tulip
83,49,55,26.48389181,60.23844546,6.896770233,152.9210429,jasmine
68,43,51,20.42441982,55.71809982,6.991403285,126.7412229,hollyhock
74,52,58,27.67201234,75.9578158,6.493664712,203.0747206,lotus
71,52,44,15.71936754,70.0712258,6.733367,91.0720931,poppy
93,46,49,25.03672049,68.86040675,6.89448413,148.1857778,jasmine
81,50,53,21.39036296,62.81527619,6.534838945,131.6893136,jasmine
50,39,45,21.0793617,45.9281308,6.664277615,62.9584149,lavender
40,39,56,24.24095412,43.68210432,6.895525029,67.8083665,lavender
107,56,63,18.85961687,78.87616245,6.275916835,122.631628,chrysanthemum
92,69,76,19.21918133,67.32897034,6.65493677,106.3723691,gerbera
76,54,54,30.18120833,75.7593167,7.335197243,209.7184892,lotus
91,76,66,20.91201667,64.5008951,6.81946913,105.5266905,gladiolus
44,41,51,22.63965305,76.86245186,6.142763745,189.8289102,orchid
62,32,46,22.00381074,74.98286059,5.72835827,216.1217824,orchid
110,63,61,14.97207258,65.81078404,6.770672763,94.3465042,tulip
81,48,56,24.84113894,62.4124717,6.387138652,98.3260653,petunia
78,58,48,28.0428963,78.08526421,6.999493269,143.5256953,jasmine
88,64,72,21.60365577,64.32792375,6.523094198,101.2245345,dahlia
112,61,71,23.05021831,69.38440645,6.506828345,119.4315516,chrysanthemum
83,53,51,23.12007667,70.72378426,6.461192243,166.1401071,jasmine
97,59,62,25.18639586,65.95246632,6.789845261,131.6772187,chrysanthemum
89,64,64,21.05047886,68.57400705,6.524417594,101.0325239,lily
90,40,61,24.0305869,66.41070699,6.86030947,151.3664041,hibiscus
69,50,50,25.78015533,65.43308172,6.321111119,87.0660881,zinnia
82,54,49,11.61437765,65.43309143,6.512225195,98.2609407,daisy
61,46,53,13.85761028,67.33284225,6.925613915,95.2460208,poppy
86,46,58,23.22489697,67.11784708,6.641888386,158.1043192,hibiscus
67,48,62,21.08799307,58.3813768,6.620965535,120.1871416,sunflower
106,60,70,21.27442329,66.27458061,6.178600221,90.6098423,carnation
46,35,39,21.15208378,82.71411668,5.110639189,150.3770855,orchid
81,65,55,25.09484459,60.73331597,6.637205854,126.0946707,sunflower
76,43,50,22.40861937,62.51539849,6.635250773,123.6542933,hollyhock
46,34,56,16.04259892,47.65140643,7.542268793,58.6335848,lavender
82,54,53,23.54942947,67.66764269,6.894664578,102.9871883,daisy
106,60,71,19.62005448,69.10055566,6.513512916,111.506583,carnation
95,52,80,17.79457739,72.62677491,6.755882661,102.1034413,tulip
86,57,59,24.81513109,56.1933621,6.758507495,98.625769,sunflower
63,51,54,26.30422436,80.5117427,6.784267338,206.1802271,lotus
96,48,73,14.59631693,74.55464067,6.764529581,104.4114381,tulip
113,71,63,25.95529188,66.40213804,6.532296868,119.2407125,dahlia
90,62,74,22.3868991,75.82281588,6.485802851,99.314771,carnation
